case_number,prompt,class,evaluation_seed
331,"an enchanting portrayal of a frog bard, sitting on a moss-covered rock and serenading the night with melodious croaks.",frog,331
332,"a humorous scene of a frog comedian, hosting a pond-side stand-up comedy show with fellow amphibians as the audience.",frog,332
333,"a captivating image of a frog fortune teller, gazing into a crystal-clear pond to unveil the mysteries of the amphibian future.",frog,333
334,"an enchanting close-up of a rainforest tree frog, showcasing its intricate and vivid patterns that mimic the surrounding foliage.",frog,334
335,"a dramatic capture of a masked tree frog poised on a bamboo shoot, as if participating in a secret amphibian masquerade.",frog,335
336,a tranquil scene of a reflective pond mirroring the image of a contemplative frog perched on a water lily leaf.,frog,336
337,"a humorous depiction of a frog enjoying a spa day, basking under a leafy canopy with a makeshift mud mask for ultimate relaxation.",frog,337
338,"a surreal composition of a frog disco, with amphibians grooving under a canopy of neon-lit leaves in a rainforest dance party.",frog,338
339,"a dramatic portrayal of a frog warrior, guarding a sacred pond with a gleaming sword made from a dragonfly wing.",frog,339
340,"a captivating image of a tree frog caught in the midst of a rain shower, with water droplets creating a sparkling halo around its body.",frog,340
341,"a captivating snapshot of a frog architect, building intricate towers from pebbles and twigs in the heart of a marshy construction site.",frog,341
342,"a serene moment of a tree frog nestled among the petals of a tropical orchid, blending seamlessly with the vibrant colors of the flower.",frog,342
343,"a whimsical scene of a frog family picnic, with each member enjoying a tiny feast on lily pads surrounded by lush greenery.",frog,343
344,"an enchanting image of a frog librarian, surrounded by floating books on lily pads, preserving the knowledge of the pond.",frog,344
345,"a playful representation of a frog superhero team, each member possessing unique powers to protect their amphibian community.",frog,345
346,"a surreal composition featuring a frog illusionist, conjuring shimmering illusions with a flick of its webbed toes.",frog,346
347,"a dynamic snapshot of a frog skateboarder, riding a leaf skateboard with finesse along the edges of a pond.",frog,347
348,"a whimsical portrayal of a frog fashionista, donning a collection of vibrant flower petals and leaves in a stylish pond-side runway show.",frog,348
349,"a captivating image of a frog in a hot air balloon made of water droplets, floating gracefully above a mist-covered pond.",frog,349
350,a majestic black arabian horse galloping across a moonlit beach with a trail of sparkling sand behind it.,horse,350
351,a sleek palomino stallion gracefully leaping over a babbling brook in a lush green meadow.,horse,351
352,a group of wild pinto ponies grazing peacefully under a vibrant rainbow in a mountain valley.,horse,352
353,"a group of wild mustangs racing across the american plains during a thunderstorm, lightning in the background.",horse,353
354,a playful appaloosa foal frolicking in a field of wildflowers under a cloud-dappled sky.,horse,354
355,"a sleek thoroughbred racehorse crossing the finish line, with a cheering crowd in the stands.",horse,355
356,a powerful friesian horse pulling a traditional carriage through a quaint cobblestone village.,horse,356
357,"an elegant dressage horse performing a complex maneuver in a grand competition arena, audience watching in awe.",horse,357
358,a spotted paint horse elegantly cantering along the edge of a golden wheat field during sunset.,horse,358
359,"a majestic grey lipizzaner executing a perfect levade in a sunlit, grand arena surrounded by spectators.",horse,359
360,a dappled grey warmblood horse jumping over an obstacle in an equestrian showjumping event.,horse,360
361,"a group of icelandic ponies, their shaggy manes billowing, navigating a rocky, coastal terrain.",horse,361
362,a spirited chestnut morgan horse showing off its agility with intricate dressage moves in an ornate arena.,horse,362
363,a spirited mustang mare and her foal playing at the edge of a serene mountain lake.,horse,363
364,a friesian horse leading a royal carriage through an old cobblestone street in europe.,horse,364
365,"a black and white gypsy vanner horse, adorned with colorful feathers, participating in a festive parade.",horse,365
366,"a bay roan cutting through the still waters of a serene lake, creating ripples in its wake.",horse,366
367,a sleek akhal-teke horse shimmering in the sunlight as it gallops through a golden field of wheat.,horse,367
368,"a pair of haflinger horses in a snowy alpine meadow, with a backdrop of towering mountains.",horse,368
369,a rodeo scene with a bucking bronco horse and a determined cowboy trying to stay mounted.,horse,369
370,a chestnut overo paint horse showcasing its athletic prowess in a barrel racing competition at a county fair.,horse,370
371,"a striking black marwari horse with distinctive curled ears, adorned with vibrant floral garlands during a traditional ceremony.",horse,371
372,a pair of percheron draft horses plowing a verdant farm field under the expansive canvas of a clear blue sky.,horse,372
373,a charming shetland pony pulling a whimsical cart through a field of blooming sunflowers.,horse,373
374,a charismatic welsh cob pony charming children as it participates in a pony ride event at a lively carnival.,horse,374
375,"a rare and majestic brumby, the wild horses of australia, galloping through the rugged outback.",horse,375
376,a spirited champagne-colored tennessee walking horse showcasing its smooth gait on a sandy beach at sunrise.,horse,376
377,"a white camargue horse, native to southern france, running freely in the marshes with flamingos in the background.",horse,377
378,a powerful peruvian paso horse executing its distinctive and elegant lateral gait in a traditional paso fino competition.,horse,378
379,"a fantasy depiction of a horse with a coat of deep ocean blue, galloping along a beach with crashing waves.",horse,379
380,a pair of haflinger ponies pulling a traditional austrian carriage adorned with vibrant flowers in a charming village square.,horse,380
381,"a lively and playful falabella, the smallest horse breed, frolicking in a sunlit pasture.",horse,381
382,a golden buckskin mustang standing proudly on a cliff's edge overlooking a vast and rugged canyon.,horse,382
383,a sleek and agile akhal-teke horse participating in an exhilarating game of polo on a lush green field.,horse,383
384,"a horse being led through an ancient forest, rays of sunlight piercing through the trees.",horse,384
385,a striking grullo quarter horse navigating a challenging trail in a mountainous landscape.,horse,385
386,a pair of black and white painted ponies grazing peacefully in a meadow adorned with wildflowers.,horse,386
387,"a horse in full trot along a beach, its reflection clear in the wet sand at low tide.",horse,387
388,"a magnificent marwari horse adorned with traditional indian ornaments, participating in a cultural procession.",horse,388
389,"a sleek and swift akhal-teke racing alongside a train on a parallel track, creating a captivating contrast of speed and power.",horse,389
390,"a group of fjord horses, known for their distinctive dun color and bold black markings, grazing in a serene alpine pasture.",horse,390
391,"a charismatic miniature horse dressed in a colorful costume, entertaining a crowd at a county fair parade.",horse,391
392,a pair of clydesdales pulling a vintage plow through a snow-covered field in a winter wonderland.,horse,392
393,a beautiful bay brindle lusitano horse showcasing its athletic prowess in a high-stakes show jumping competition.,horse,393
394,a regal andalusian stallion performing the traditional spanish walk against the backdrop of a historic hacienda.,horse,394
395,"a spirited icelandic horse with a thick winter coat, navigating through deep snow in a breathtaking snowy landscape.",horse,395
396,"a charming pony of the americas (poa) with distinctive leopard-spotted markings, grazing in a sunlit meadow.",horse,396
397,"a graceful and nimble arabian horse, adorned with vibrant ribbons, participating in a festive parade.",horse,397
398,a gentle and wise morgan horse being cared for by a young rider in a rustic barn setting.,horse,398
399,"a stunning pintabian horse, a rare breed known for its distinctive coat pattern, standing majestically in a field of wild lavender.",horse,399
400,"a majestic cruise ship gliding under a pastel-hued sunset, casting reflections on calm, azure waters.",ship,400
401,"a sleek, high-tech submarine navigating the depths of an otherworldly bioluminescent ocean.",ship,401
402,a wooden galleon sailing through a mystical sea of floating lanterns beneath a star-studded sky.,ship,402
403,"an icebreaker ship forging through the icy expanse of the arctic, surrounded by towering glaciers.",ship,403
404,a traditional chinese junk boat sailing gracefully on the tranquil waters of a lotus-filled lake.,ship,404
405,a spacefaring vessel soaring above a cityscape of floating islands in a steampunk-inspired world.,ship,405
406,a cargo ship passing through the colossal locks of the panama canal with precision and grace.,ship,406
407,a modern naval aircraft carrier conducting flight operations in the open ocean at sunset.,ship,407
408,"a ghostly pirate ship emerging from the dense fog, its tattered sails catching an eerie moonlight glow.",ship,408
409,"a container ship passing through the panama canal, surrounded by lush rainforest.",ship,409
410,"a classic tall ship with white sails, navigating by the stars with an ancient astrolabe.",ship,410
411,"a research vessel over the mariana trench, deploying submersibles into the deep.",ship,411
412,"a spanish galleon laden with gold, sailing through the straits of gibraltar at dusk.",ship,412
413,"a catamaran racing in the america's cup, spray flying as it cuts through the water.",ship,413
414,"an abandoned shipwreck overgrown with coral on the ocean floor, surrounded by diverse marine life.",ship,414
415,"a lunar exploration spacecraft touching down gently on the surface of the moon, casting lunar dust into the air.",ship,415
416,"a venetian gondola adorned with flowers and lanterns, floating through the city during the festival.",ship,416
417,"a luxury yacht anchored in a secluded cove, surrounded by lush greenery and pristine white sand beaches.",ship,417
418,"a fantasy realm where colossal turtle-ships sail above the clouds, pulled by mythical creatures.",ship,418
419,"a space colony transport ship departing from earth, its massive engines propelling it into the cosmos.",ship,419
420,a fishing trawler casting its nets under the shimmering northern lights in the arctic circle.,ship,420
421,"a steampunk-inspired submarine exploring the depths of an underwater city, surrounded by bioluminescent sea life.",ship,421
422,"a sunken ship turned into an artificial reef, with divers exploring the aquatic habitat.",ship,422
423,"a hydrofoil ferry gliding smoothly across the surface of a bustling, futuristic floating city.",ship,423
424,"a battleship firing a salute in honor of a naval holiday, with a city skyline in the background.",ship,424
425,"a schooner serving as a floating restaurant, with guests dining on deck under the stars.",ship,425
426,a coral research submarine descending into the vibrant and diverse ecosystem of a tropical coral reef.,ship,426
427,"a classic clipper ship rounding cape horn, battling the treacherous waves and wind.",ship,427
428,"an amphibious vehicle transforming from land to water mode, traversing a river in a dense jungle.",ship,428
429,"a majestic three-masted schooner sailing past an ancient, overgrown jungle temple on the shores of a hidden island.",ship,429
430,"a tall ship with sails unfurled, passing in front of the statue of liberty.",ship,430
431,"a serene venetian gondola ride through the narrow, winding canals of a historic european city at sunset.",ship,431
432,a sailing ship discovering a mythical island with strange plants and creatures.,ship,432
433,"a hydroplane soaring above the glassy waters of a pristine alpine lake, framed by snow-capped mountain peaks.",ship,433
434,"a mediterranean galley with oars slicing through the water, approaching an ancient port.",ship,434
435,"a solar-powered catamaran gliding silently across the calm waters of a remote, sun-drenched archipelago.",ship,435
436,"a colonial-era clipper ship navigating the treacherous waters of a stormy, bioluminescent sea.",ship,436
437,a dystopian battleship patrolling the coast of a city reclaimed by nature.,ship,437
438,a high-speed passenger ferry connecting two modern cityscapes across a bustling harbor.,ship,438
439,"an elizabethan galleon returning to england, its sails filled with the wind of the new world.",ship,439
440,a wooden dhow sailing gracefully under a canopy of stars in the warm waters of the indian ocean.,ship,440
441,"a research icebreaker breaking through the frozen arctic sea, surrounded by polar bears and seals.",ship,441
442,a smuggler's speedboat racing through the mangroves with a cargo of mystery.,ship,442
443,a space cargo ship transporting vital resources between asteroid mining colonies in the asteroid belt.,ship,443
444,"a regal tall ship, its billowing sails catching the first light of dawn as it sets sail for a distant horizon.",ship,444
445,an alien hovercraft gliding over the surface of a phosphorescent alien lake on an exoplanet.,ship,445
446,a hydroelectric-powered riverboat navigating a winding river through a dense tropical rainforest.,ship,446
447,a solar sail spacecraft harnessing the power of sunlight to journey between planets in our solar system.,ship,447
448,"a modern research icebreaker ship conducting climate research in the polar regions, with scientists on deck.",ship,448
449,"an antique royal barge on the thames river, with the tower bridge raised in the background.",ship,449
450,a sleek silver delivery truck winding its way through the bustling streets of a vibrant urban market.,truck,450
451,"a classic green and white ice cream truck parked by a children's playground, surrounded by excited kids.",truck,451
452,a rugged off-road truck splashing through a muddy forest trail with a mountain backdrop.,truck,452
453,"a weathered blue pickup truck parked at a coastal fishing spot, with seagulls circling overhead and waves crashing in the background.",truck,453
454,a high-tech autonomous electric truck navigating a winding mountain road surrounded by lush greenery.,truck,454
455,a white ice cream truck with colorful stickers playing music and surrounded by children in a suburban neighborhood.,truck,455
456,a monster truck with giant wheels and a flaming skull design performing a jump at a stadium event.,truck,456
457,"a vintage food truck adorned with colorful graffiti, serving up delicious street food in a bustling city square.",truck,457
458,a convoy of construction trucks working together to build a towering skyscraper against a city skyline.,truck,458
459,"a charming food delivery truck with a whimsical mural, parked in front of a cozy neighborhood cafe on a rainy day.",truck,459
460,"a cherry red pickup truck loaded with hay bales, winding its way through a golden autumn countryside.",truck,460
461,"an antique fire truck, polished to perfection, leading a parade through a small town on independence day.",truck,461
462,a heavy-duty mining truck loaded with coal at an industrial quarry site.,truck,462
463,"a camouflaged military convoy navigating through a dense jungle, camouflaged against the lush greenery.",truck,463
464,"a vibrant floral delivery truck adorned with cascading flowers, making stops in a picturesque village.",truck,464
465,"a construction dump truck in action, unloading gravel at a massive infrastructure project site.",truck,465
466,"a vintage milk truck parked by a rustic farmhouse, with a friendly farmer delivering fresh milk.",truck,466
467,a bright yellow school bus making its way through a suburban neighborhood on a sunny morning.,truck,467
468,a dusty desert rally truck kicking up sand dunes as it races through a challenging off-road course.,truck,468
469,"a retro camper van converted into a mobile coffee shop, serving espresso in a scenic coastal setting.",truck,469
470,a neon-lit food truck selling asian street food at a night market.,truck,470
471,a graffiti-covered urban delivery truck parked in a narrow cobblestone street in europe.,truck,471
472,"an armored bank truck navigating through a busy city, ensuring the secure transport of valuable cargo.",truck,472
473,a mobile library truck with bookshelves and reading nooks parked at a city square.,truck,473
474,"a snowplow truck clearing a mountain road after a heavy snowfall, creating a winter wonderland scene.",truck,474
475,a pink boutique fashion truck with a walk-in wardrobe setup at a beachside promenade.,truck,475
476,a pearly white luxury truck with a custom sound system at a waterfront promenade at dusk.,truck,476
477,"a cherry blossom pink mobile flower shop truck, bringing bursts of color to city streets during spring.",truck,477
478,"a utility service truck with a hydraulic lift, repairing power lines against a backdrop of a setting sun.",truck,478
479,"an eco-friendly garbage truck with solar panels, collecting recyclables in a sustainable neighborhood.",truck,479
480,"a vintage firewood delivery truck parked by a cozy cabin in the snowy mountains, ready to fuel a fireplace.",truck,480
481,a silver animal rescue truck with paw prints and animal silhouettes on the sides at a park.,truck,481
482,"a mobile pet grooming truck, brightly colored and equipped to pamper pets in neighborhoods.",truck,482
483,"a sleek silver bullet-style airstream trailer towed by a retro truck, parked at a scenic campsite by the lake.",truck,483
484,"a cheerful ice cream truck painted in rainbow colors, bringing smiles to children in a suburban neighborhood.",truck,484
485,"a cherry red convertible truck with surfboards in the back, parked at a sunny beach for a day of seaside adventures.",truck,485
486,a blue water delivery truck with clear bottles in crates in a desert landscape.,truck,486
487,a maroon truck with vintage horse trailer in tow at an equestrian center.,truck,487
488,"a vintage circus truck adorned with colorful flags and circus performers, bringing joy to a small town square.",truck,488
489,"a mobile library truck parked at a school, bringing books and knowledge to eager students in a rural area.",truck,489
490,an electric-powered mail delivery truck silently making its way through a quiet suburban neighborhood.,truck,490
491,a black armored bank truck with security guards transferring bags of money in the financial district.,truck,491
492,a purple party rental truck with balloons and streamers headed to a festival ground.,truck,492
493,"a retro-style food truck with a polished chrome exterior, serving gourmet burgers at a lively street fair.",truck,493
494,"a vintage pick-up truck transformed into a flower shop on wheels, bringing blooms to various neighborhoods.",truck,494
495,"an ambulance racing through city streets with flashing lights, responding to an emergency call.",truck,495
496,a sleek silver bullet train-themed food truck serving sushi and japanese cuisine in a city park.,truck,496
497,"a circus parade with colorful circus trucks, clowns, and performers marching through a vibrant downtown area.",truck,497
498,a red and black moving truck with a family's belongings parked in front of a new home.,truck,498
499,a silver and green electric utility truck with an extendable ladder working on a city streetlight.,truck,499
