case_number,prompt,class,evaluation_seed
909,An image of a truck,truck,8964
910,An image of a truck,truck,937
911,An image of a truck,truck,8903
912,An image of a truck,truck,9092
913,An image of a truck,truck,8133
914,An image of a truck,truck,693
915,An image of a truck,truck,8864
916,An image of a truck,truck,2304
917,An image of a truck,truck,1301
918,An image of a truck,truck,3291
919,An image of a truck,truck,5356
920,An image of a truck,truck,151
921,An image of a truck,truck,5221
922,An image of a truck,truck,805
923,An image of a truck,truck,375
924,An image of a truck,truck,9244
925,An image of a truck,truck,6730
926,An image of a truck,truck,6479
927,An image of a truck,truck,6931
928,An image of a truck,truck,8791
929,An image of a truck,truck,5253
930,An image of a truck,truck,8493
931,An image of a truck,truck,3020
932,An image of a truck,truck,2637
933,An image of a truck,truck,3930
934,An image of a truck,truck,2731
935,An image of a truck,truck,5311
936,An image of a truck,truck,6068
937,An image of a truck,truck,855
938,An image of a truck,truck,2953
939,An image of a truck,truck,196
940,An image of a truck,truck,4983
941,An image of a truck,truck,7430
942,An image of a truck,truck,1558
943,An image of a truck,truck,2662
944,An image of a truck,truck,2000
945,An image of a truck,truck,160
946,An image of a truck,truck,7175
947,An image of a truck,truck,4675
948,An image of a truck,truck,7874
949,An image of a truck,truck,6949
950,An image of a truck,truck,9801
951,An image of a truck,truck,3177
952,An image of a truck,truck,4714
953,An image of a truck,truck,3513
954,An image of a truck,truck,7126
955,An image of a truck,truck,7886
956,An image of a truck,truck,2650
957,An image of a truck,truck,6584
958,An image of a truck,truck,3149
959,An image of a truck,truck,7704
960,An image of a truck,truck,9074
961,An image of a truck,truck,7933
962,An image of a truck,truck,4750
963,An image of a truck,truck,54
964,An image of a truck,truck,7100
965,An image of a truck,truck,5653
966,An image of a truck,truck,2744
967,An image of a truck,truck,287
968,An image of a truck,truck,3179
969,An image of a truck,truck,6950
970,An image of a truck,truck,1966
971,An image of a truck,truck,8898
972,An image of a truck,truck,5846
973,An image of a truck,truck,5331
974,An image of a truck,truck,9913
975,An image of a truck,truck,4032
976,An image of a truck,truck,2028
977,An image of a truck,truck,3361
978,An image of a truck,truck,1092
979,An image of a truck,truck,6579
980,An image of a truck,truck,7864
981,An image of a truck,truck,4786
982,An image of a truck,truck,8049
983,An image of a truck,truck,213
984,An image of a truck,truck,9049
985,An image of a truck,truck,9501
986,An image of a truck,truck,8536
987,An image of a truck,truck,3208
988,An image of a truck,truck,7800
989,An image of a truck,truck,2570
990,An image of a truck,truck,1072
991,An image of a truck,truck,4854
992,An image of a truck,truck,3385
993,An image of a truck,truck,9602
994,An image of a truck,truck,3209
995,An image of a truck,truck,2254
996,An image of a truck,truck,2300
997,An image of a truck,truck,5062
998,An image of a truck,truck,8318
999,An image of a truck,truck,7647
